id,title,original_title,release_date,overview,genre_ids,original_language,popularity,vote_average,vote_count,adult,genre_names
1016346,MR-9: Do or Die,মাসুদ রানা: ধ্বংস পাহাড়,2023-08-25,Elite Bangladeshi CIA agent Masud Rana – codename MR-9 – teams up with an American CIA operative to bring down an international criminal organization headed by a ruthless businessman.,"[28, 18, 53]",bn,78.417,6.542,155,False,"['Action', 'Drama', 'Thriller']"
629542,The Bad Guys,The Bad Guys,2022-03-17,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.","[10751, 16, 12, 35, 80]",en,74.885,7.6,2033,False,"['Family', 'Animation', 'Adventure', 'Comedy', 'Crime']"
1119106,"If My Favorite Pop Idol Made It to the Budokan, I Would Die: The Movie",劇場版 推しが武道館いってくれたら死ぬ,2023-05-12,,"[18, 35]",ja,89.119,6.0,1,False,"['Drama', 'Comedy']"
228794,Provocation,Vizio e provocazione,1995-12-15,"Passions run wildly amok at Carlo's country inn as his wife, Amelia, fantasizes about an affair with a guest, while his grandson Gianni spies on him to learn the secrets of love. And when Carlo's sexy cousin Marilinda comes to stay, everybody sits up and takes notice.","[18, 10749]",it,100.511,6.0,16,False,"['Drama', 'Romance']"
624091,Sri Asih,Sri Asih,2022-11-17,"Alana discover the truth about her origin: she’s not an ordinary human being. She may be the gift for humanity and become its protector as Sri Asih. Or a destruction, if she can’t control her anger.","[28, 12, 878, 14, 18]",id,82.294,6.442,129,False,"['Action', 'Adventure', 'Science Fiction', 'Fantasy', 'Drama']"
11249,Seed of Chucky,Seed of Chucky,2004-11-12,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!","[35, 27]",en,99.898,5.458,1597,False,"['Comedy', 'Horror']"
321612,Beauty and the Beast,Beauty and the Beast,2017-03-16,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,"[10751, 14, 10749]",en,99.852,6.971,15384,False,"['Family', 'Fantasy', 'Romance']"
44896,Rango,Rango,2011-03-02,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.","[16, 35, 10751, 37, 12]",en,99.837,6.9,6419,False,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']"
4348,Pride & Prejudice,Pride & Prejudice,2005-09-16,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.","[18, 10749]",en,99.701,8.074,7999,False,"['Drama', 'Romance']"
277217,Descendants,Descendants,2015-07-31,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).","[10751, 12, 14, 10770]",en,99.607,7.1,2339,False,"['Family', 'Adventure', 'Fantasy', 'TV Movie']"
283366,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,2016-09-27,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,"[14, 12]",en,99.603,6.836,9904,False,"['Fantasy', 'Adventure']"
36557,Casino Royale,Casino Royale,2006-11-14,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","[12, 28, 53]",en,99.585,7.559,10629,False,"['Adventure', 'Action', 'Thriller']"
11688,The Emperor's New Groove,The Emperor's New Groove,2000-12-15,"When self-centered Emperor Kuzco is turned into a llama by his scheming advisor, he is forced to rely on good-hearted peasant Pacha to get back home.","[12, 16, 35, 10751, 14]",en,99.565,7.6,6679,False,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
966220,Sniper: The White Raven,Снайпер. Білий ворон,2022-05-03,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.","[10752, 28, 18]",uk,99.305,7.7,739,False,"['War', 'Action', 'Drama']"
4513,30 Days of Night,30 Days of Night,2007-10-17,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.","[27, 53]",en,99.26,6.4,2749,False,"['Horror', 'Thriller']"
7555,Rambo,Rambo,2008-01-24,"In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit.","[28, 53, 10752]",en,99.256,6.7,3861,False,"['Action', 'Thriller', 'War']"
744,Top Gun,Top Gun,1986-05-16,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.","[28, 18]",en,99.15,7.1,8525,False,"['Action', 'Drama']"
729165,Out of Exile,Out of Exile,2023-01-20,"Recently paroled thief Gabriel Russell tries to balance his life and mend a troubled family as an FBI agent hunts him down, along with his crew after a botched armored car robbery.","[53, 18, 28, 80]",en,98.907,6.4,39,False,"['Thriller', 'Drama', 'Action', 'Crime']"
1010600,The Strangers: Chapter 1,The Strangers: Chapter 1,2024-05-15,"After their car breaks down in an eerie small town, a young couple are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motives.","[27, 53]",en,98.769,5.9,375,False,"['Horror', 'Thriller']"
166426,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.","[12, 28, 14]",en,98.735,6.7,11908,False,"['Adventure', 'Action', 'Fantasy']"
350,The Devil Wears Prada,The Devil Wears Prada,2006-06-29,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.","[18, 35]",en,98.604,7.396,11966,False,"['Drama', 'Comedy']"
603,The Matrix,The Matrix,1999-03-31,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","[28, 878]",en,98.576,8.2,25584,False,"['Action', 'Science Fiction']"
50620,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","[12, 14, 18, 10749]",en,98.563,6.5,8836,False,"['Adventure', 'Fantasy', 'Drama', 'Romance']"
324552,John Wick: Chapter 2,John Wick: Chapter 2,2017-02-08,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.","[28, 53, 80]",en,98.432,7.3,12967,False,"['Action', 'Thriller', 'Crime']"
1368,First Blood,First Blood,1982-10-22,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.","[28, 12, 53, 10752]",en,98.332,7.5,6208,False,"['Action', 'Adventure', 'Thriller', 'War']"
507086,Jurassic World Dominion,Jurassic World Dominion,2022-06-01,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.","[12, 28, 878]",en,98.29,6.694,6052,False,"['Adventure', 'Action', 'Science Fiction']"
619264,The Platform,El hoyo,2019-11-08,"A slab of food descends down a vertical facility. The residents above eat heartily, leaving those below starving and desperate. A rebellion is imminent.","[18, 878, 53]",es,98.226,6.977,7060,False,"['Drama', 'Science Fiction', 'Thriller']"
6477,Alvin and the Chipmunks,Alvin and the Chipmunks,2007-12-13,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.","[35, 10751, 14, 16]",en,98.109,5.809,4407,False,"['Comedy', 'Family', 'Fantasy', 'Animation']"
496450,"Miraculous: Ladybug & Cat Noir, The Movie",Miraculous - le film,2023-07-05,"After a guardian of magical jewels turns an awkward girl and a popular boy into superheroes, they can never reveal their identities — even to each other.","[16, 14, 28, 10749, 10751]",fr,97.761,7.7,855,False,"['Animation', 'Fantasy', 'Action', 'Romance', 'Family']"
439079,The Nun,The Nun,2018-09-05,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,[27],en,97.735,5.895,6629,False,['Horror']
335977,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny,2023-06-25,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.","[12, 28]",en,97.689,6.6,3347,False,"['Adventure', 'Action']"
9806,The Incredibles,The Incredibles,2004-10-27,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","[28, 12, 16, 10751]",en,97.678,7.71,17574,False,"['Action', 'Adventure', 'Animation', 'Family']"
214756,Ted 2,Ted 2,2015-06-25,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.","[35, 14]",en,97.474,6.307,7415,False,"['Comedy', 'Fantasy']"
11,Star Wars,Star Wars,1977-05-25,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"[12, 28, 878]",en,97.428,8.204,20539,False,"['Adventure', 'Action', 'Science Fiction']"
55580,P.O. Box Tinto Brass,Fermo posta Tinto Brass,1995-08-30,"A successful erotic film producer from Rome regularly receives letters from female fans seeking his advice on how to spice up their sex lives. Thanks to his years of experience in both the film business and the sex industry, he has all sorts of tips at the ready and, in an emergency, is happy to make a house call himself to demonstrate his qualities in person.",[35],it,97.35,5.8,95,False,['Comedy']
1049948,Vikings: Battle of Heirs,Vikings: Battle of Heirs,2023-04-28,"A young Viking must come to terms with the realization that he may be the King's son, who was switched at birth, but not before others try to take his rightful place.",[28],en,97.211,6.1,41,False,['Action']
9072,Little Man,Little Man,2006-08-31,"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.","[35, 80]",en,97.175,5.9,1706,False,"['Comedy', 'Crime']"
13186,Wrong Turn 2: Dead End,Wrong Turn 2: Dead End,2007-08-25,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,"[27, 53]",en,97.107,6.1,1373,False,"['Horror', 'Thriller']"
345938,The Shack,The Shack,2017-03-03,"A grieving man receives a mysterious, personal invitation to meet with God at a place called 'The Shack'.","[18, 14]",en,97.09,7.5,2117,False,"['Drama', 'Fantasy']"
138832,We're the Millers,We're the Millers,2013-08-07,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,"[35, 80]",en,97.01,6.8,8821,False,"['Comedy', 'Crime']"
695721,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.","[18, 878, 28]",en,96.996,7.1,2688,False,"['Drama', 'Science Fiction', 'Action']"
747,Shaun of the Dead,Shaun of the Dead,2004-04-09,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.","[27, 35]",en,96.881,7.5,8398,False,"['Horror', 'Comedy']"
396535,Train to Busan,부산행,2016-07-20,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.","[27, 53, 28]",ko,96.841,7.8,7391,False,"['Horror', 'Thriller', 'Action']"
158015,The Purge,The Purge,2013-05-31,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.","[878, 27, 53]",en,96.573,6.26,8332,False,"['Science Fiction', 'Horror', 'Thriller']"
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,劇場版「鬼滅の刃」無限列車編,2020-10-16,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","[16, 28, 14, 53]",ja,96.509,8.2,3927,False,"['Animation', 'Action', 'Fantasy', 'Thriller']"
1016007,A Friend's Wife Sold in Debt,빚에 팔려온 친구아내,2022-06-30,"Kim Hak-cheol is a trashy husband who sends his wife Jin Joo-hee to his friend Kang Min-hyeok as a housekeeper due to gambling debts. He visits his wife once in a while and steals money. He borrows money from Min-hyeok, a golden spooner who is Hak-cheol's friend, on the condition that Joo-hee is sent as a housekeeper. Min-hyeok is kind to his friend's wife, Joo-hee. Over time, the true colors begin to emerge. Meanwhile, Min-hyeok's wife, Nam Gyoo-ri, lives together with them without knowing anything about Joo-hee.",[10749],ko,96.32,5.8,4,False,['Romance']
348893,Boyka: Undisputed IV,Boyka: Undisputed IV,2016-08-01,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.","[28, 18]",en,96.206,7.2,1299,False,"['Action', 'Drama']"
938614,Late Night with the Devil,Late Night with the Devil,2024-03-19,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",[27],en,96.01,7.249,1111,False,['Horror']
353081,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018-07-13,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.","[28, 12]",en,95.91,7.433,8149,False,"['Action', 'Adventure']"
639933,The Northman,The Northman,2022-04-07,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.","[28, 12, 14]",en,95.637,7.062,4250,False,"['Action', 'Adventure', 'Fantasy']"
10681,WALL·E,WALL·E,2008-06-22,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.","[16, 10751, 878]",en,95.362,8.093,18698,False,"['Animation', 'Family', 'Science Fiction']"
1366,Rocky,Rocky,1976-11-20,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,[18],en,95.172,7.8,7813,False,['Drama']
561,Constantine,Constantine,2005-02-08,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","[14, 28, 27]",en,95.046,7.1,7132,False,"['Fantasy', 'Action', 'Horror']"
39254,Real Steel,Real Steel,2011-09-28,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.","[28, 878, 18]",en,94.955,7.029,8259,False,"['Action', 'Science Fiction', 'Drama']"
10138,Iron Man 2,Iron Man 2,2010-04-28,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","[12, 28, 878]",en,94.886,6.843,20887,False,"['Adventure', 'Action', 'Science Fiction']"
588228,The Tomorrow War,The Tomorrow War,2021-09-03,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.","[28, 878, 12]",en,94.832,7.528,3426,False,"['Action', 'Science Fiction', 'Adventure']"
1236419,Piece by Piece,Piece by Piece,2024-10-10,The story of the life and career of American musician Pharrell Williams in the style of LEGO animation.,"[16, 10402, 99]",en,94.666,8.0,40,False,"['Animation', 'Music', 'Documentary']"
32657,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.","[12, 14, 10751]",en,94.357,6.2,7411,False,"['Adventure', 'Fantasy', 'Family']"
897087,Freelance,Freelance,2023-10-05,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.","[28, 35]",en,94.211,6.468,966,False,"['Action', 'Comedy']"
1059064,The Instigators,The Instigators,2024-08-02,"Rory and Cobby are unlikely partners thrown together for a heist. But when it goes awry, they team up to outrun police, backward bureaucrats, and a vengeful crime boss.","[80, 35, 28]",en,94.196,6.2,369,False,"['Crime', 'Comedy', 'Action']"
652,Troy,Troy,2004-05-13,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.","[12, 36, 10752]",en,94.186,7.162,10096,False,"['Adventure', 'History', 'War']"
424,Schindler's List,Schindler's List,1993-12-15,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"[18, 36, 10752]",en,94.146,8.565,15817,False,"['Drama', 'History', 'War']"
1218193,A House On Fire,Casa en flames,2024-06-28,"Montse, divorced and with two children who have long since ignored her, has been preparing for a family reunion at her home on the Costa Brava. Nothing, absolutely nothing, will prevent her from enjoying one last weekend with her family.","[35, 18]",ca,94.142,6.829,35,False,"['Comedy', 'Drama']"
1128559,Super/Man: The Christopher Reeve Story,Super/Man: The Christopher Reeve Story,2024-09-21,"Christopher Reeve portrayed the Man of Steel in four Superman films and played dozens of other roles that displayed his talent and range as an actor, before being injured in a near-fatal horse-riding accident in 1995 that left him paralyzed from the neck down. After becoming a quadriplegic, he became a charismatic leader and activist in the quest to find a cure for spinal cord injuries, as well as a passionate advocate for disability rights and care.","[99, 18]",en,93.986,8.7,54,False,"['Documentary', 'Drama']"
49051,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012-12-12,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","[12, 14, 28]",en,93.959,7.356,18319,False,"['Adventure', 'Fantasy', 'Action']"
50014,The Help,The Help,2011-08-09,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",[18],en,93.903,8.214,8230,False,['Drama']
20352,Despicable Me,Despicable Me,2010-07-08,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","[16, 10751, 35]",en,93.888,7.245,15011,False,"['Animation', 'Family', 'Comedy']"
14161,2012,2012,2009-10-10,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.","[28, 12, 878]",en,93.805,5.843,11878,False,"['Action', 'Adventure', 'Science Fiction']"
49013,Cars 2,Cars 2,2011-06-11,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"[16, 10751, 12, 35]",en,93.753,6.1,7725,False,"['Animation', 'Family', 'Adventure', 'Comedy']"
554596,No Manches Frida 2: Paradise Lost,No Manches Frida 2,2019-03-15,"When seemingly reformed ex-con Zequi is about to marry the love of his life, the lovably nerdy Lucy, wedding day jitters turn into a full-blown fiasco and Lucy calls it off. Meanwhile, the school finds itself in deep trouble and the gang heads to the water to compete in the tournament of their lives. Once they're all seaside, Lucy runs into her high school sweetheart Mario, coach of the opposing squad and Zequi finds himself a rival in more than one competition. Now he has to pull out all the stops to wrangle in his rowdy kids, win Lucy back, and in case that wasn't enough, save the school from shutting down by leading Frida High to victory.",[35],es,93.73,7.956,868,False,['Comedy']
950526,The Smoke Master,O Mestre da Fumaça,2023-05-18,"The journey of Gabriel and Daniel, two brothers cursed by the Chinese mafia with its feared Three Generations Revenge, who have already reaped the life of their grandfather and their father. To survive, one of the brothers must learn the Smoke Style secrets, a little known Cannabis martial art, taught by a single master, high up in the mountains.","[28, 35, 14]",pt,93.697,7.4,72,False,"['Action', 'Comedy', 'Fantasy']"
420809,Maleficent: Mistress of Evil,Maleficent: Mistress of Evil,2019-10-16,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.","[10751, 14, 12, 28]",en,93.657,7.307,6071,False,"['Family', 'Fantasy', 'Adventure', 'Action']"
1374,Rocky IV,Rocky IV,1985-11-21,"After Apollo Creed is killed by Ivan Drago in a match, Rocky Balboa becomes depressed and becomes determined to get revenge.",[18],en,93.633,7.1,4378,False,['Drama']
38365,Grown Ups,Grown Ups,2010-06-24,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",[35],en,93.59,6.39,6057,False,['Comedy']
345887,The Equalizer 2,The Equalizer 2,2018-07-19,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.","[28, 53, 80]",en,93.485,6.755,5303,False,"['Action', 'Thriller', 'Crime']"
119450,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014-07-08,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.","[878, 28, 18, 53]",en,93.35,7.3,11339,False,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
744275,After We Fell,After We Fell,2021-09-01,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.","[10749, 18]",en,93.02,7.1,2562,False,"['Romance', 'Drama']"
565770,Blue Beetle,Blue Beetle,2023-08-16,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.","[28, 878, 12]",en,92.989,6.8,2584,False,"['Action', 'Science Fiction', 'Adventure']"
24021,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010-06-23,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.","[12, 14, 18, 10749]",en,92.901,6.2,8700,False,"['Adventure', 'Fantasy', 'Drama', 'Romance']"
335988,Transformers: The Last Knight,Transformers: The Last Knight,2017-06-16,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.","[28, 12, 878]",en,92.811,6.1,6154,False,"['Action', 'Adventure', 'Science Fiction']"
228326,The Book of Life,The Book of Life,2014-10-01,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.","[16, 12, 35, 10751, 14]",en,92.692,7.5,2670,False,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
455476,Knights of the Zodiac,Knights of the Zodiac,2023-04-27,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?","[14, 28, 12]",en,92.619,6.412,1120,False,"['Fantasy', 'Action', 'Adventure']"
